customer_id,age,yrs_experience,family_size,education_level,income,mortgage_amt,credit_card_acct,credit_card_spend,share_trading_acct,fixed_deposit_acct,online_acct,personal_loan
4195,67.0,29.0,4.0,Graduate,109.0,0,no,0.0,0,0,no,no
102,24.0,30.0,1.0,Graduate,61.0,140,no,0.0,0,0,yes,no
5852,63.0,,,Advanced or Professional,,0,yes,0.6,1,0,no,no
1600,56.0,15.0,2.0,Graduate,144.0,0,no,0.0,0,0,no,no
940,29.0,34.0,1.0,Advanced or Professional,147.0,0,yes,0.0,0,0,no,no
2830,25.0,27.0,4.0,Advanced or Professional,45.0,102,no,0.0,0,0,no,no
4729,40.0,18.0,4.0,Advanced or Professional,150.0,189,no,0.0,0,1,yes,yes
3342,40.0,28.0,1.0,Advanced or Professional,115.0,0,no,0.0,0,0,no,no
1631,37.0,14.0,3.0,Advanced or Professional,115.0,0,no,0.0,0,0,yes,no
1846,42.0,9.0,4.0,Undergraduate,119.0,0,yes,0.5,0,0,yes,no
198,63.0,2.0,4.0,Graduate,111.0,81,yes,1.7,0,0,yes,no
2261,41.0,8.0,1.0,Advanced or Professional,90.0,0,no,0.0,0,0,yes,no
2189,53.0,10.0,1.0,Advanced or Professional,133.0,302,yes,4.8,0,1,yes,yes
4832,55.0,8.0,3.0,Advanced or Professional,162.0,372,no,0.0,0,0,no,yes
2827,50.0,37.0,3.0,Advanced or Professional,77.0,0,no,0.0,0,0,yes,no
3159,41.0,2.0,3.0,Undergraduate,34.0,119,no,0.0,0,0,no,no
2953,51.0,41.0,4.0,Advanced or Professional,56.0,0,yes,0.6,0,0,yes,no
3646,60.0,21.0,1.0,Undergraduate,52.0,0,yes,1.1,0,0,yes,no
1881,30.0,3.0,3.0,Undergraduate,49.0,0,no,0.0,0,0,yes,no
2319,42.0,23.0,4.0,Undergraduate,35.0,0,yes,0.2,0,0,yes,no
3376,60.0,0.0,2.0,Undergraduate,24.0,0,no,0.0,0,0,yes,no
442,48.0,12.0,2.0,Advanced or Professional,76.0,130,no,0.0,0,0,yes,no
3109,24.0,23.0,3.0,Graduate,191.0,0,no,0.0,0,0,yes,no
626,34.0,10.0,2.0,Graduate,77.0,253,yes,2.8,1,0,no,no
2316,65.0,32.0,1.0,Advanced or Professional,86.0,0,no,0.0,0,0,no,no
1155,36.0,9.0,1.0,Graduate,107.0,132,yes,0.3,0,0,yes,no
3788,43.0,10.0,2.0,Advanced or Professional,170.0,186,yes,8.3,0,0,yes,yes
1475,37.0,39.0,2.0,Undergraduate,49.0,104,yes,0.9,0,0,no,no
376,33.0,28.0,2.0,Undergraduate,57.0,70,yes,4.4,0,0,yes,no
4280,,29.0,,Advanced or Professional,,0,no,0.0,0,0,yes,no
2768,40.0,28.0,1.0,Advanced or Professional,96.0,0,no,0.0,0,0,yes,no
1466,28.0,32.0,3.0,Undergraduate,104.0,127,no,0.0,0,0,no,no
2739,44.0,18.0,4.0,Undergraduate,76.0,119,yes,0.3,1,0,yes,no
3359,48.0,3.0,1.0,Undergraduate,44.0,0,no,0.0,0,0,no,no
3822,59.0,23.0,4.0,Undergraduate,64.0,0,no,0.0,1,0,no,no
553,39.0,40.0,2.0,Advanced or Professional,62.0,0,no,0.0,0,0,yes,no
2201,66.0,42.0,3.0,Advanced or Professional,85.0,187,no,0.0,0,0,yes,no
2742,23.0,15.0,3.0,Graduate,133.0,0,no,0.0,0,0,yes,no
2713,53.0,30.0,1.0,Advanced or Professional,114.0,0,no,0.0,0,0,yes,no
2796,66.0,17.0,2.0,Undergraduate,102.0,76,no,0.0,0,0,no,no
4398,49.0,36.0,3.0,Undergraduate,70.0,0,no,0.0,0,1,no,no
4172,66.0,39.0,4.0,Advanced or Professional,104.0,98,no,0.0,0,0,yes,no
4155,51.0,10.0,4.0,Graduate,151.0,284,yes,1.8,0,1,no,yes
5610,24.0,24.0,2.0,Advanced or Professional,147.0,198,yes,1.4,0,0,yes,no
4834,56.0,19.0,1.0,Advanced or Professional,76.0,85,yes,2.7,0,0,no,no
4289,55.0,25.0,3.0,Undergraduate,20.0,0,yes,1.1,0,0,yes,no
2884,61.0,31.0,3.0,Graduate,140.0,0,no,0.0,0,0,no,yes
5652,42.0,5.0,2.0,Advanced or Professional,147.0,0,no,0.0,0,0,yes,no
5984,45.0,37.0,2.0,Advanced or Professional,96.0,0,no,0.0,0,0,yes,no
3223,66.0,20.0,4.0,Undergraduate,73.0,76,no,0.0,0,0,no,no
2472,62.0,39.0,2.0,Undergraduate,84.0,0,no,0.0,0,0,yes,no
1852,91.0,,,Graduate,,0,no,0.0,0,0,yes,no
5344,29.0,42.0,1.0,Graduate,34.0,0,no,0.0,0,0,yes,no
815,48.0,7.0,1.0,Undergraduate,66.0,0,yes,0.5,0,0,yes,no
2409,53.0,24.0,1.0,Graduate,99.0,95,no,0.0,0,0,no,no
3318,26.0,16.0,3.0,Undergraduate,129.0,110,no,0.0,1,1,yes,yes
4558,54.0,0.0,1.0,Advanced or Professional,74.0,0,no,0.0,0,0,yes,no
2266,66.0,32.0,1.0,Advanced or Professional,55.0,0,no,0.0,0,0,no,no
5375,65.0,30.0,3.0,Graduate,34.0,0,yes,4.2,0,0,no,no
2124,35.0,37.0,4.0,Undergraduate,113.0,0,no,0.0,0,0,yes,no
1438,,,4.0,Undergraduate,69.0,297,no,0.0,0,0,yes,no
3156,27.0,37.0,2.0,Graduate,8.0,196,no,0.0,0,0,yes,no
3436,35.0,11.0,4.0,Advanced or Professional,147.0,291,yes,0.1,0,0,yes,yes
1408,43.0,25.0,2.0,Advanced or Professional,94.0,0,no,0.0,0,0,no,no
3470,,20.0,2.0,Undergraduate,,0,yes,3.7,0,0,yes,no
5474,45.0,13.0,4.0,Advanced or Professional,77.0,0,no,0.0,1,0,yes,no
1644,55.0,33.0,4.0,Graduate,67.0,122,yes,0.8,0,0,no,no
289,29.0,14.0,2.0,Advanced or Professional,61.0,151,no,0.0,0,0,no,no
2256,34.0,15.0,4.0,Advanced or Professional,94.0,124,no,0.0,0,0,yes,no
2819,38.0,38.0,1.0,Advanced or Professional,116.0,0,no,0.0,0,1,yes,yes
1252,56.0,23.0,4.0,Graduate,145.0,177,no,0.0,1,1,no,yes
5468,52.0,8.0,1.0,Undergraduate,70.0,101,no,0.0,0,0,yes,no
2706,42.0,8.0,1.0,Graduate,82.0,0,yes,0.2,0,0,yes,no
3142,65.0,27.0,4.0,Undergraduate,81.0,0,no,0.0,0,0,no,no
5857,44.0,34.0,2.0,Graduate,84.0,0,yes,0.5,0,0,no,no
1299,,,,Advanced or Professional,,0,yes,0.6,0,0,no,no
2199,59.0,2.0,1.0,Advanced or Professional,42.0,94,no,0.0,0,0,yes,no
3747,62.0,4.0,2.0,Advanced or Professional,171.0,0,no,0.0,0,0,yes,no
1908,62.0,4.0,3.0,Undergraduate,79.0,118,no,0.0,0,0,yes,no
1669,33.0,34.0,3.0,Advanced or Professional,123.0,159,no,0.0,1,0,no,yes
2747,28.0,5.0,1.0,Undergraduate,125.0,83,no,0.0,1,0,yes,no
2129,57.0,24.0,1.0,Graduate,78.0,125,no,0.0,0,0,no,no
849,50.0,41.0,1.0,Undergraduate,99.0,0,no,0.0,0,0,yes,no
1444,57.0,34.0,1.0,Undergraduate,141.0,162,no,0.0,1,0,no,no
79,26.0,36.0,2.0,Advanced or Professional,16.0,0,no,0.0,0,0,yes,no
494,57.0,0.0,1.0,Graduate,65.0,107,yes,1.6,0,0,yes,no
1751,49.0,25.0,3.0,Graduate,84.0,0,yes,5.6,0,0,no,no
2254,54.0,31.0,3.0,Advanced or Professional,109.0,0,no,0.0,1,0,yes,no
2088,37.0,19.0,1.0,Graduate,106.0,87,no,0.0,0,1,yes,yes
175,39.0,37.0,4.0,Undergraduate,118.0,75,yes,3.4,0,0,no,no
4273,38.0,7.0,2.0,Graduate,175.0,78,no,0.0,1,0,no,yes
2237,42.0,7.0,1.0,Undergraduate,46.0,117,no,0.0,0,0,yes,no
4816,37.0,6.0,1.0,Graduate,25.0,197,no,0.0,0,0,yes,no
1607,61.0,4.0,3.0,Undergraduate,9.0,0,yes,4.5,0,0,yes,no
2661,40.0,36.0,2.0,Advanced or Professional,89.0,90,yes,3.7,0,0,no,no
3825,33.0,1.0,4.0,Advanced or Professional,77.0,0,no,0.0,0,0,no,no
5368,59.0,20.0,3.0,Undergraduate,81.0,0,no,0.0,0,0,yes,no
4706,39.0,3.0,3.0,Graduate,36.0,0,no,0.0,0,0,yes,no
4783,45.0,14.0,1.0,Advanced or Professional,124.0,129,no,0.0,0,0,yes,no
174,,,3.0,Undergraduate,,97,no,0.0,0,0,no,no
2122,32.0,8.0,3.0,Undergraduate,85.0,0,yes,3.3,0,0,yes,no
1739,62.0,4.0,3.0,Advanced or Professional,114.0,0,no,0.0,0,0,yes,no
641,51.0,0.0,3.0,Graduate,8.0,0,no,0.0,0,0,yes,no
4832,52.0,40.0,3.0,Graduate,54.0,0,no,0.0,0,1,yes,no
4061,31.0,29.0,2.0,Undergraduate,133.0,0,no,0.0,0,0,yes,yes
4143,55.0,16.0,2.0,Graduate,31.0,155,yes,0.2,0,0,no,no
5662,29.0,27.0,1.0,Graduate,132.0,0,no,0.0,0,0,yes,no
5138,40.0,36.0,3.0,Undergraduate,100.0,164,no,0.0,0,0,no,no
4127,46.0,34.0,4.0,Undergraduate,169.0,218,no,0.0,0,0,yes,yes
2914,64.0,29.0,1.0,Undergraduate,100.0,303,yes,0.8,0,0,no,no
3106,37.0,27.0,2.0,Undergraduate,96.0,0,yes,2.6,0,0,yes,no
4435,39.0,37.0,4.0,Undergraduate,117.0,122,no,0.0,0,0,yes,no
2489,28.0,26.0,2.0,Graduate,65.0,119,no,0.0,0,0,no,no
1054,37.0,10.0,3.0,Graduate,127.0,125,no,0.0,0,0,yes,no
4170,55.0,36.0,4.0,Graduate,145.0,128,no,0.0,1,0,yes,yes
1240,46.0,40.0,1.0,Graduate,102.0,0,no,0.0,0,0,no,no
5613,25.0,14.0,2.0,Advanced or Professional,70.0,76,no,0.0,0,0,no,no
1348,39.0,34.0,3.0,Undergraduate,84.0,341,yes,1.6,0,1,yes,yes
4886,36.0,15.0,3.0,Graduate,114.0,0,no,0.0,0,0,yes,yes
717,25.0,28.0,1.0,Undergraduate,55.0,0,no,0.0,0,0,no,no
2593,51.0,42.0,1.0,Advanced or Professional,115.0,0,no,0.0,0,0,no,no
4031,48.0,32.0,4.0,Advanced or Professional,24.0,95,no,0.0,0,0,no,no
4411,40.0,29.0,4.0,Undergraduate,47.0,154,yes,2.7,1,0,yes,no
5443,63.0,24.0,3.0,Advanced or Professional,120.0,0,no,0.0,1,0,no,yes
4332,66.0,24.0,2.0,Advanced or Professional,124.0,235,yes,0.6,0,0,no,no
2907,33.0,1.0,4.0,Undergraduate,89.0,120,no,0.0,0,0,yes,no
4765,43.0,4.0,4.0,Undergraduate,33.0,0,no,0.0,0,0,no,no
1354,23.0,13.0,1.0,Graduate,75.0,82,no,0.0,0,0,no,no
23,65.0,21.0,1.0,Graduate,89.0,0,no,0.0,0,0,yes,no
1671,43.0,25.0,4.0,Undergraduate,141.0,156,no,0.0,0,0,yes,yes
2063,,,6.0,Graduate,300.0,0,yes,7.0,0,0,no,no
966,32.0,25.0,4.0,Undergraduate,186.0,0,no,0.0,0,0,yes,no
871,58.0,30.0,1.0,Advanced or Professional,38.0,0,no,0.0,0,0,yes,no
2071,56.0,36.0,2.0,Graduate,62.0,0,no,0.0,0,0,yes,no
270,46.0,7.0,1.0,Graduate,45.0,0,no,0.0,0,0,yes,no
4272,56.0,29.0,1.0,Graduate,159.0,166,yes,3.1,0,1,yes,yes
818,41.0,20.0,4.0,Advanced or Professional,59.0,0,no,0.0,0,0,no,no
491,31.0,18.0,4.0,Undergraduate,8.0,0,no,0.0,0,0,no,no
1789,34.0,8.0,4.0,Graduate,33.0,153,no,0.0,0,0,yes,no
3834,49.0,36.0,1.0,Advanced or Professional,91.0,92,no,0.0,0,0,yes,no
2047,32.0,63.0,7.0,Advanced or Professional,75.0,0,no,0.0,0,0,no,no
1732,57.0,0.0,2.0,Graduate,34.0,75,no,0.0,0,0,yes,no
3552,31.0,23.0,2.0,Graduate,134.0,0,yes,0.3,0,0,no,no
1758,29.0,0.0,3.0,Graduate,156.0,0,yes,6.5,0,0,yes,yes
591,66.0,38.0,3.0,Graduate,52.0,0,no,0.0,0,0,no,no
5050,39.0,28.0,3.0,Advanced or Professional,70.0,72,no,0.0,0,0,yes,no
3804,43.0,,3.0,Advanced or Professional,89.0,159,no,0.0,0,0,yes,no
1970,28.0,33.0,3.0,Advanced or Professional,163.0,120,no,0.0,0,0,no,no
5208,39.0,21.0,2.0,Advanced or Professional,135.0,71,no,0.0,1,0,yes,no
4983,43.0,33.0,4.0,Undergraduate,50.0,0,yes,0.7,0,0,yes,no
4483,37.0,27.0,1.0,Graduate,148.0,249,no,0.0,0,1,no,yes
4657,40.0,34.0,4.0,Undergraduate,75.0,0,yes,0.5,0,0,yes,no
5091,60.0,0.0,2.0,Graduate,132.0,0,yes,0.2,0,0,yes,no
4588,29.0,12.0,4.0,Advanced or Professional,50.0,104,no,0.0,0,0,no,no
3279,34.0,17.0,1.0,Advanced or Professional,59.0,110,yes,3.8,0,0,yes,no
3182,,,,Graduate,100.0,184,yes,1.2,1,0,no,no
1537,50.0,30.0,4.0,Graduate,142.0,292,no,0.0,0,0,yes,yes
3274,66.0,8.0,4.0,Advanced or Professional,76.0,100,yes,1.3,1,0,yes,no
1315,48.0,17.0,1.0,Graduate,153.0,186,yes,3.3,0,1,yes,yes
5378,44.0,65.0,,Undergraduate,,166,no,0.0,0,0,yes,no
3141,61.0,14.0,3.0,Graduate,112.0,0,yes,0.4,0,0,yes,no
5485,47.0,12.0,4.0,Graduate,106.0,0,no,0.0,0,0,no,no
2796,48.0,14.0,2.0,Undergraduate,121.0,0,no,0.0,0,0,no,yes
4763,47.0,36.0,4.0,Graduate,90.0,158,no,0.0,1,0,yes,no
5483,65.0,11.0,3.0,Undergraduate,9.0,0,no,0.0,1,0,no,no
289,30.0,37.0,4.0,Graduate,40.0,104,no,0.0,0,0,no,no
1720,49.0,13.0,1.0,Advanced or Professional,114.0,76,no,0.0,0,0,yes,no
937,66.0,34.0,4.0,Advanced or Professional,79.0,0,yes,6.4,0,0,yes,no
4193,54.0,19.0,2.0,Undergraduate,103.0,140,no,0.0,0,0,no,no
2659,52.0,26.0,2.0,Advanced or Professional,149.0,162,no,0.0,0,1,no,yes
417,31.0,18.0,1.0,Graduate,162.0,0,yes,3.2,0,0,no,yes
745,49.0,13.0,4.0,Graduate,25.0,0,no,0.0,0,0,no,no
2056,49.0,10.0,2.0,Graduate,97.0,0,no,0.0,1,0,no,no
3966,49.0,22.0,3.0,Undergraduate,62.0,76,no,0.0,0,0,no,no
5968,23.0,41.0,2.0,Graduate,38.0,147,no,0.0,0,0,yes,no
5429,30.0,8.0,3.0,Graduate,49.0,0,yes,1.5,1,0,no,no
3765,35.0,16.0,4.0,Undergraduate,55.0,240,no,0.0,0,0,yes,no
5471,64.0,3.0,2.0,Advanced or Professional,141.0,82,no,0.0,0,0,no,yes
4446,59.0,24.0,1.0,Graduate,199.0,0,no,0.0,0,0,yes,no
2469,27.0,38.0,3.0,Undergraduate,57.0,0,no,0.0,0,0,no,no
4538,32.0,27.0,3.0,Advanced or Professional,71.0,103,no,0.0,0,0,no,no
5319,46.0,21.0,3.0,Graduate,41.0,82,yes,1.7,0,0,no,no
4842,40.0,26.0,1.0,Undergraduate,15.0,111,yes,4.1,0,1,yes,no
3097,67.0,40.0,3.0,Advanced or Professional,30.0,0,no,0.0,0,0,no,no
996,55.0,15.0,2.0,Undergraduate,80.0,0,no,0.0,0,0,no,no
2478,28.0,3.0,4.0,Advanced or Professional,54.0,0,no,0.0,0,0,no,no
2281,38.0,35.0,1.0,Undergraduate,97.0,0,no,0.0,0,0,no,no
3816,49.0,10.0,4.0,Advanced or Professional,43.0,72,no,0.0,0,0,yes,no
5595,66.0,17.0,1.0,Advanced or Professional,176.0,0,no,0.0,0,0,yes,no
3050,34.0,16.0,3.0,Graduate,75.0,0,no,0.0,0,0,yes,no
3015,64.0,32.0,3.0,Advanced or Professional,69.0,70,no,0.0,0,0,no,no
2253,43.0,40.0,2.0,Undergraduate,106.0,0,no,0.0,0,0,yes,no
1569,31.0,0.0,3.0,Undergraduate,83.0,0,no,0.0,0,0,yes,no
2034,58.0,33.0,1.0,Advanced or Professional,13.0,154,yes,2.1,0,0,yes,no
562,31.0,3.0,4.0,Graduate,42.0,204,no,0.0,0,0,no,no
4680,37.0,21.0,2.0,Graduate,121.0,0,no,0.0,1,0,yes,no
5560,29.0,17.0,2.0,Advanced or Professional,109.0,219,no,0.0,0,0,yes,yes
5688,43.0,29.0,2.0,Undergraduate,45.0,99,no,0.0,0,0,yes,no
5071,54.0,27.0,3.0,Graduate,60.0,0,no,0.0,0,0,yes,no
3152,55.0,23.0,2.0,Undergraduate,85.0,107,no,0.0,0,0,yes,no
3288,36.0,28.0,2.0,Graduate,81.0,0,no,0.0,0,0,yes,no
5198,58.0,4.0,2.0,Undergraduate,101.0,268,yes,2.2,0,0,no,yes
4584,45.0,11.0,2.0,Advanced or Professional,89.0,184,yes,0.8,0,0,no,no
670,49.0,0.0,3.0,Graduate,98.0,81,yes,0.7,1,0,no,no
4704,23.0,34.0,4.0,Undergraduate,100.0,96,no,0.0,1,0,yes,no
779,50.0,25.0,1.0,Advanced or Professional,45.0,250,no,0.0,0,0,yes,no
3212,32.0,11.0,2.0,Graduate,131.0,391,no,0.0,0,0,no,yes
2693,26.0,18.0,4.0,Graduate,86.0,0,yes,0.7,0,0,yes,no
5235,62.0,24.0,1.0,Advanced or Professional,152.0,0,yes,1.5,1,0,yes,no
